# ----------------------------------------
# www.metro.net
# Pages
# 20200701-20200731
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
7/16/20,"15,901"
7/17/20,"15,187"
7/18/20,"10,714"
7/19/20,"10,224"
7/20/20,"15,170"
7/21/20,"15,002"
7/22/20,"15,126"
7/23/20,"14,062"
7/24/20,"14,002"
7/25/20,"10,345"
7/26/20,"10,054"
7/27/20,"15,953"
7/28/20,"17,710"
7/29/20,"15,988"
7/30/20,"15,277"
7/31/20,"15,411"
,"448,767"
